"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ADSL_153",11.7648041777952,-1.88060352839078,1.78778815072034,-1.05191631773208,0.292837944650678,0.476166673908462
"AFAP1L2_156",13.8516865408155,-3.86836897001295,1.59981639197852,-2.41800808480833,0.0156057300741054,0.0515010419032528
"AFMID_157",3.42393734428323,-1.91699276661071,2.44552624343239,-0.783877405429162,0.433112048796377,0.62286286600086
"AFP_158",21.9492683800741,-2.55503327509974,1.65205826903568,-1.54657576127211,0.121965578281224,0.250558592813161
"AGL_162",20.6181301168739,-1.150677823596,1.211059367847,-0.950141548916512,0.342040333884475,0.53186390939425
"AGPAT2_163",5.89953255363959,2.3698005463208,2.73104592154919,0.867726363596452,0.385544149804998,0.57655822484844
"GPAT3_164",1.00666295907864,-3.94240477853434,4.45344011866892,-0.885249306936382,0.376022184285372,NA
"AGRN_165",8.94552159270327,-0.494136423042003,1.6136988457887,-0.306213531931042,0.75944206997801,0.868762514797796
"AGT_168",3.71229347889384,-5.82429959607139,2.7581687045417,-2.11165458678467,0.0347160868670321,0.0972642613223565
"AGTR1_171",0,NA,NA,NA,NA,NA
"AGTRAP_173",27.6662713309385,2.43511854367479,1.07387579638283,2.26759793998252,0.0233537233629421,0.0715008845718982
"AIFM1_183",4.41780052686231,0.59673124869361,2.43039423041931,0.245528581834503,0.806047180225227,0.896070686078194
"AIM2_184",36.1681579351424,-2.97784998205973,1.49185141255144,-1.99607679223688,0.0459255647269274,0.120548367521673
"AKAP17A_192",56.0304057041911,0.253765154764982,0.776664022325483,0.326737363223237,0.743866538112988,0.859156998649837
"AKAP8_195",58.9869878119314,0.898461375319159,0.859824434974636,1.04493584826496,0.296052620076541,0.479896574482007
"AKAP8L_196",16.6904177962558,2.54613147932226,1.22841568243642,2.07269535526631,0.0382006403172203,0.104609474636635
"AKR1B1_197",25.7598257929145,-2.12430506345971,1.03967802792225,-2.04323358425208,0.0410293206544851,0.111217264729058
"AKR1C1_199",23.5511131173492,-4.67286702050966,1.48024186513028,-3.15682668527847,0.00159496114824596,0.00765047379604649
"AKR1C3_203",25.8295312585192,-0.75828933850349,1.06178348188488,-0.714165695210643,0.475124726725743,0.6600700845401
"AKR1D1_206",108.581711858754,-6.22341503849585,1.19071721463446,-5.22661045125345,1.72645703373639e-07,5.03068226768526e-06
"AKT1_210",13.5736252966216,0.757123233097565,1.22908574975284,0.616005216275447,0.537891077071725,0.712216151310978
"AKT2_211",18.3569874088677,-0.587165586487953,1.29137580455923,-0.454682195852633,0.649337891416446,0.797999918846966
"AKT3_212",78.4828436333438,-2.93807903649607,0.98087673472828,-2.99536010231701,0.00274121012838358,0.0120439932841124
"ALB_217",4.59536174100107,-6.12776771899243,2.59444202642552,-2.36188269253213,0.018182394640244,0.0583497810722382
"ALDH18A1_218",17.8665581971731,-0.642742535954794,1.18121280238186,-0.544137800283519,0.586346650171737,0.749677758747042
