GeneID,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16
HAPLN2_17649,27,30,39,23,16,0,7,15,3,3,7,1,0,0,0,0
ASB3_17651,13,11,14,13,24,14,37,53,13,8,22,4,63,8,47,10
INPP5F_17653,23,93,154,45,35,14,41,279,18,31,20,16,7,9,29,22
BRWD1_17655,125,129,183,148,61,9,120,148,85,78,74,57,158,0,99,101
C15orf61_17656,11,12,17,9,0,0,13,20,5,4,5,5,4,0,4,9
GP2_17657,48,132,157,82,32,72,188,137,5,29,56,28,5,0,10,0
FAM228B_17659,27,33,44,27,77,6,55,85,33,28,21,13,94,45,59,84
FKBP10_17660,4,4,7,5,0,0,0,0,2,2,1,0,0,0,0,0
WDR20_17663,43,26,42,27,70,18,49,32,58,51,41,33,126,44,104,72
GPX4_17664,22,28,36,26,99,273,141,130,36,42,38,21,87,88,106,185
MDH1B_17665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CLK3_17667,88,69,81,67,232,488,344,157,27,40,25,23,120,179,131,265
OXLD1_17668,5,3,13,4,0,23,13,0,4,7,3,4,19,1,13,18
ARHGAP11B_17669,37,20,27,15,9,24,52,49,15,16,4,7,0,31,14,14
LIMD1_17670,39,71,66,80,168,594,299,162,73,49,61,50,141,261,215,249
HACD1_17671,43,29,56,23,74,13,30,78,83,46,28,25,146,0,56,15
ACAP1_17672,62,32,68,38,72,84,102,62,46,35,24,20,61,46,111,70
ZNF536_17673,10,0,2,1,8,0,3,0,2,0,1,0,0,0,0,0
IFT140_17674,0,2,5,1,0,0,23,0,4,3,1,2,0,14,3,0
RAPGEF2_17675,29,37,36,26,21,5,31,37,18,11,14,10,5,0,11,40
CLSTN3_17677,24,23,30,19,6,20,35,14,14,15,13,7,24,6,31,22
ZNF875_17678,27,35,55,36,0,18,40,57,22,12,17,6,24,0,39,22
TBX10_17680,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
STK16_17681,67,53,81,63,8,185,82,102,35,32,25,19,42,71,130,158
MYL4_17683,10,4,10,4,12,9,16,3,1,0,2,0,8,0,6,0
SH3PXD2B_17684,12,3,6,3,0,7,0,0,4,6,1,1,6,0,0,0
AOAH_17685,106,80,117,86,157,138,258,186,288,133,141,110,299,209,431,345
SLC35F4_17686,79,207,219,176,31,65,78,171,20,102,125,72,48,0,3,0
ANKRD28_17687,9,12,16,5,56,13,38,32,26,13,19,12,28,0,20,46
IFNL3_17688,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
FAM83E_17689,14,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0
CDKN3_17690,0,1,1,1,0,0,6,4,1,2,0,0,0,0,0,0
NMNAT3_17694,5,9,10,4,12,0,8,2,5,1,2,1,10,0,14,8
MOGAT3_17695,14,3,3,3,0,0,0,0,2,1,3,4,5,0,0,0
MKKS_17700,65,99,104,109,29,30,33,65,22,34,39,20,60,83,46,25
REXO2_17701,4,7,12,9,23,46,22,30,4,4,7,6,82,21,39,27
PFN2_17702,14,40,37,31,18,19,53,34,5,8,21,12,26,0,14,0
ZNF35_17703,45,121,103,108,0,10,53,109,8,35,30,34,34,0,7,0
GTF2IRD2_17704,55,54,58,53,16,6,20,54,10,31,16,10,8,0,0,0
ZFP91_17706,69,100,96,82,109,202,183,174,107,97,66,54,109,194,189,162
EXD1_17707,44,49,43,42,0,11,5,7,8,8,14,9,0,0,0,0
UHRF1_17708,3,1,2,0,0,0,0,0,1,1,2,3,0,11,0,0
LRRN3_17710,47,95,89,70,22,52,77,129,14,28,32,23,12,0,9,0
SMCHD1_17711,240,194,273,221,195,37,212,247,664,459,448,343,652,94,911,597
PIGR_17712,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALHM3_17713,3,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0
ACVR1_17714,14,17,20,16,20,90,73,60,34,26,28,18,41,66,76,56
ZNF630_17715,61,74,115,88,38,24,86,120,31,34,55,33,18,0,8,12
FAM8A1_17716,107,100,128,124,129,3,76,76,290,201,194,167,313,66,244,190
OCM_17717,23,50,53,29,0,31,29,38,4,18,15,15,13,45,17,41
TMEM184A_17718,3,0,1,2,0,0,0,4,0,1,0,0,0,0,0,0
MTCH2_17719,15,14,20,16,10,3,25,35,16,5,5,1,31,10,28,6
SAFB_17720,110,93,116,103,184,223,326,154,216,135,156,90,190,290,425,307
EPB42_17721,222,225,215,191,606,857,712,454,195,139,109,103,205,376,448,570
FUS_17722,98,99,144,94,143,135,290,217,133,110,126,76,203,252,451,436
DIPK1C_17723,5,1,2,3,0,0,0,0,1,3,3,1,0,0,0,0
TSHZ3_17724,15,20,15,20,26,19,31,13,30,20,24,14,40,50,48,41
VPS18_17725,57,34,47,40,73,189,101,83,34,21,58,25,54,132,126,109
FAM234B_17727,0,0,0,1,0,8,0,7,7,1,0,0,0,0,10,0
RANBP10_17728,54,47,64,48,134,61,88,81,55,29,27,25,151,6,91,128
ZNF343_17729,30,62,73,42,12,8,29,47,10,16,21,15,0,10,5,7
PCDH18_17731,32,40,70,33,1,10,25,58,6,17,19,15,9,0,3,14
SHROOM3_17732,16,5,8,6,0,0,0,0,2,1,2,3,0,0,0,0
ALDH8A1_17733,23,10,23,7,8,17,22,0,3,2,3,6,7,0,15,16
DACT1_17737,4,1,4,2,0,0,0,0,3,3,2,1,9,0,3,6
MAP3K20_17739,13,10,6,4,15,0,0,9,5,5,1,2,13,0,3,0
CRNKL1_17740,90,148,157,145,96,63,118,143,55,86,95,87,131,35,91,49
PRAMEF12_17744,14,7,3,10,0,0,0,5,2,3,2,2,0,0,0,0
MIER1_17745,38,67,85,56,66,157,105,87,35,50,43,40,35,154,86,175
FBXO47_17746,18,16,21,24,21,0,10,35,1,10,6,1,0,0,0,0
ZNF571_17747,151,202,255,198,20,8,130,156,58,89,88,70,71,0,6,0
PER3_17748,43,41,49,31,9,0,24,23,12,22,21,6,10,0,15,0
ZNF256_17749,57,89,142,85,0,24,73,237,18,39,30,27,6,0,1,13
ZNF304_17750,15,8,7,11,7,0,35,18,23,10,12,12,25,4,32,14
CKMT1A_17751,0,3,4,3,0,0,0,0,0,0,2,0,0,0,0,0
CUL2_17752,18,58,82,13,0,10,33,24,8,14,26,12,38,1,14,33
EIF4G3_17754,14,16,19,6,39,3,35,20,32,19,9,13,95,6,69,59
PI4KB_17755,16,11,13,12,0,13,51,36,26,20,12,19,35,32,83,24
ASZ1_17757,60,104,124,92,48,20,97,109,35,41,49,37,76,0,2,0
FGF14_17759,5,27,19,23,0,0,9,25,5,28,26,20,57,0,6,0
PAPPA_17761,76,92,121,103,35,9,65,74,30,38,45,39,10,0,0,0
C9orf153_17764,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0
SUPT3H_17765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCDC39_17767,7,9,9,5,0,0,33,58,6,5,9,3,0,0,0,0
TAS2R42_17768,67,96,110,97,32,9,47,42,26,31,31,30,25,0,11,0
IL6R_17769,184,173,212,192,180,352,250,186,344,256,236,207,378,742,840,585
DNAH8_17771,30,57,45,27,63,30,82,106,4,10,9,9,0,0,11,0
TCEAL5_17772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K2_17773,240,283,339,300,369,1752,718,465,152,146,149,121,262,741,381,439
PTER_17775,9,10,11,9,10,0,25,14,17,6,11,4,28,0,22,20
RAI1_17776,20,20,26,17,31,43,41,25,34,14,23,19,27,15,40,134
SERPINB1_17777,33,30,50,29,18,43,37,33,33,24,20,24,21,115,92,119
FAM209A_17778,24,66,58,44,0,20,22,26,20,24,25,16,17,38,25,20
PLAC9_17779,14,2,14,5,0,0,0,0,1,0,0,2,0,2,0,0
RNASE10_17780,17,32,50,21,0,7,7,36,1,12,6,14,0,0,0,0
LCN8_17781,6,1,1,1,0,0,0,0,0,0,1,0,3,0,2,0
RIOK3_17782,448,392,398,380,1819,1678,1520,1748,304,233,245,151,586,640,850,1248
SIGLEC5_17783,79,88,96,87,43,40,71,27,176,110,100,88,279,196,298,248
DLK1_17785,4,1,1,3,0,12,0,0,0,2,0,0,0,0,0,8
KCNC1_17786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCP11X2_17787,10,19,18,12,0,0,5,24,3,5,4,1,0,0,0,0
ATP6V1B2_17790,109,96,125,98,142,73,133,113,169,131,128,116,250,154,350,284
ATP6V1B1_17791,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF554_17792,8,6,8,5,2,0,8,17,3,4,5,2,4,6,4,0
AUH_17794,7,5,14,7,39,0,28,0,6,6,0,0,0,1,15,12
STRIP2_17795,5,28,63,18,17,5,27,25,2,6,4,5,7,0,3,0
MYORG_17796,4,0,2,1,0,0,0,7,4,0,1,0,0,0,0,0
AMIGO1_17797,20,3,13,9,21,14,20,28,3,3,6,4,10,27,7,6
PPM1H_17798,20,25,38,27,0,0,12,80,8,3,17,10,30,11,6,8
SPEGNB_17799,6,1,1,1,0,0,0,0,1,2,0,0,0,0,6,0
EPHX1_17800,3,5,11,4,0,25,0,7,9,12,7,3,30,10,16,15
ADHFE1_17803,43,47,57,29,0,49,43,52,24,15,18,16,19,44,36,30
NACC2_17804,35,20,45,26,26,67,89,53,50,47,24,23,69,63,111,94
F11_17805,8,9,12,4,0,0,18,10,2,0,2,0,0,0,1,10
F13A1_17806,157,141,200,127,100,136,211,158,349,220,203,131,545,216,570,375
WNK2_17808,3,1,0,3,0,0,4,0,1,0,1,0,0,0,2,0
TCP10L_17809,2,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0
DOCK11_17810,266,274,350,261,313,133,256,321,345,290,239,197,470,119,457,415
DDX25_17812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYT12_17813,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TBCK_17814,25,42,52,32,60,1,51,77,31,13,22,23,50,0,29,35
ZNFX1_17815,85,51,71,67,120,59,122,83,226,131,98,92,326,152,399,222
RAP2A_17817,40,68,84,56,53,16,80,75,25,29,25,29,58,51,29,48
MYLIP_17818,103,72,129,77,141,261,106,121,105,80,55,60,153,236,210,273
C11orf42_17819,7,7,11,6,12,0,0,0,0,0,4,2,0,0,4,0
REM2_17820,46,54,64,62,73,107,69,34,126,129,121,85,61,274,348,469
H3C4_17823,124,92,155,108,209,195,272,270,139,104,77,74,259,330,328,316
TUFT1_17824,18,7,23,5,0,0,14,0,2,3,3,2,0,0,9,14
MLIP_17825,1,2,7,2,0,0,7,7,1,1,0,0,0,0,0,0
SMG7_17826,50,69,114,73,11,60,72,114,32,35,41,34,21,65,36,38
OR14A16_17827,19,61,51,39,17,0,26,51,1,17,19,14,0,0,0,16
OR4D5_17828,16,29,26,26,0,0,8,35,2,8,5,7,0,0,0,0
TRMT10B_17829,65,100,113,114,17,9,28,88,53,63,55,45,22,0,24,9
OR13C3_17830,37,74,82,69,11,9,12,69,8,25,34,35,9,0,8,7
OR5W2_17831,33,39,41,52,17,5,72,75,7,11,5,5,16,0,6,0
FAM91A1_17832,27,17,24,11,11,0,32,18,45,37,29,26,54,11,59,38
FCGR2C_17833,73,65,97,71,74,137,136,83,369,219,193,153,413,893,756,588
YOD1_17834,235,145,249,190,640,108,250,414,308,203,187,158,564,100,200,216
SNIP1_17835,50,75,70,65,27,0,20,26,39,28,27,22,44,0,39,25
ZNF333_17836,51,28,41,23,36,99,79,31,30,29,25,31,26,165,79,85
THUMPD2_17837,28,32,30,32,0,19,21,28,9,12,22,17,13,0,6,0
SCAI_17838,16,11,15,9,10,32,39,11,17,7,6,10,24,13,45,49
GNB3_17839,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
ZNF705A_17840,354,583,466,521,119,64,714,945,209,261,337,261,174,0,50,0
OPCML_17841,76,92,113,91,0,11,60,61,21,38,41,41,37,0,4,16
CCDC153_17842,4,0,3,1,0,8,1,0,1,1,2,3,0,0,12,0
DNAJC3_17843,83,143,200,108,47,79,146,137,107,105,106,70,169,244,241,252
FBXL4_17844,143,188,185,197,76,75,142,268,159,139,134,97,148,23,29,26
TMPRSS7_17846,47,68,66,61,15,0,54,66,16,12,17,18,0,0,0,0
CRTC3_17847,10,12,12,7,0,46,20,5,6,9,6,4,12,15,11,29
DNAH10_17848,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ARHGAP33_17849,2,3,1,0,0,0,0,0,0,1,0,0,0,2,1,0
ERI1_17851,3,2,6,0,0,0,14,7,17,6,7,1,6,6,11,3
TCEAL8_17852,28,37,47,42,68,82,85,60,23,27,16,13,23,157,76,54
DNAJB8_17853,11,9,17,1,0,0,1,2,1,0,1,1,0,0,0,0
NMT2_17854,20,24,19,20,16,0,28,56,9,14,8,7,20,0,24,0
HS6ST1_17855,9,2,8,3,0,1,10,7,5,4,2,2,9,0,0,9
HLA-DPB1_17856,18,67,87,47,38,14,72,45,20,35,26,18,56,0,44,42
CIAO1_17857,61,58,70,39,21,127,188,127,80,48,55,44,121,142,138,200
SLC22A14_17858,11,1,4,3,29,0,5,0,2,1,1,1,7,3,3,0
QRFPR_17859,76,110,131,98,68,13,51,91,11,39,34,22,11,0,6,0
MITF_17860,3,3,7,0,25,0,5,13,12,13,6,11,17,0,15,31
RFX1_17861,21,11,20,8,0,87,72,26,18,15,10,14,28,43,27,38
SGIP1_17862,24,13,14,9,22,22,15,11,2,6,7,1,0,0,0,38
C7orf61_17863,0,0,2,2,0,0,0,0,3,1,0,1,0,4,0,13
DDAH1_17865,1,1,0,0,0,0,8,0,1,1,0,3,0,12,4,0
ZIM3_17866,50,74,76,70,29,26,47,80,9,25,18,14,0,0,4,0
OR5F1_17867,11,39,33,30,3,0,38,43,0,10,18,10,8,0,7,0
STX5_17868,28,44,52,31,97,39,79,73,65,39,47,23,70,112,83,44
DCTN2_17870,35,24,43,32,40,85,69,43,69,37,31,36,57,155,106,131
SNPH_17872,17,5,7,13,0,12,26,40,17,24,8,7,39,23,40,34
ASAP1_17873,244,206,253,235,714,1970,891,908,295,219,206,151,304,1224,740,795
CLIP1_17874,45,20,49,36,20,6,18,27,94,33,36,38,136,36,133,80
DST_17875,11,13,16,7,17,7,23,11,1,2,4,1,5,20,0,38
LFNG_17876,93,58,136,83,206,452,326,153,148,80,103,78,141,433,292,411
C22orf46_17877,26,8,17,14,16,3,10,0,6,10,4,5,8,0,12,0
ZNF594_17879,346,608,632,541,171,189,458,768,101,230,154,160,124,28,41,56
KIRREL3_17880,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
NTNG2_17881,16,7,19,10,0,29,17,17,24,14,13,4,62,67,44,44
KRBA1_17882,10,19,14,13,0,13,17,15,15,10,13,4,11,40,24,17
C8orf33_17883,16,25,28,12,0,0,0,8,0,6,5,7,0,0,0,0
TTBK1_17884,5,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0
CAPN10_17885,34,29,48,35,62,103,96,80,30,29,18,23,31,64,91,58
ABHD3_17886,60,82,79,50,0,0,38,30,14,23,17,22,32,0,0,29
HABP2_17887,46,95,68,54,14,0,16,50,1,20,7,17,0,0,3,0
CXorf66_17888,38,28,33,38,0,0,27,12,9,9,4,7,0,0,0,0
ZC3H12B_17889,11,18,16,8,0,0,4,17,8,3,12,3,9,0,3,9
CFAP57_17890,7,3,8,9,0,8,13,9,10,2,2,0,0,0,0,0
AMN1_17891,18,11,17,11,8,0,27,13,10,9,6,6,13,0,10,0
PHF8_17892,218,269,317,298,429,160,405,414,244,208,227,138,269,129,429,337
FAM102B_17893,45,89,87,60,26,26,69,52,48,35,33,26,39,33,44,49
MGLL_17894,30,15,14,19,39,48,62,4,18,30,27,14,41,84,28,51
ACER2_17896,37,27,27,34,19,82,72,55,24,25,29,19,9,85,58,81
ANXA8_17897,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ERLIN2_17898,14,10,12,5,9,0,0,21,20,9,6,12,29,6,20,25
GPSM2_17899,65,154,173,113,86,95,121,233,32,41,52,33,33,13,80,52
INSYN1_17903,8,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0
ZNF705D_17904,236,373,296,337,22,12,332,616,105,167,221,162,123,0,8,0
DEXI_17905,42,23,68,26,1,25,5,35,7,15,11,5,12,0,10,3
FLRT3_17906,16,88,88,57,56,0,95,142,6,51,80,33,66,0,17,0
SOCS5_17907,25,30,22,15,0,9,4,25,11,3,12,10,3,7,1,15
RCBTB2_17908,56,49,85,55,37,7,61,67,74,61,64,47,40,94,181,116
SFTPA1_17909,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPC4AP_17910,69,54,69,47,53,34,92,57,196,114,118,82,318,81,311,167
EIF2B4_17911,47,34,31,42,15,6,30,55,18,19,12,11,14,0,32,61
FGFR1OP2_17913,103,88,121,79,136,56,145,134,127,70,82,69,317,151,218,204
EPC2_17914,51,71,87,48,48,81,69,114,63,52,46,37,107,69,182,93
CYP39A1_17915,100,147,145,137,43,57,193,230,43,65,51,48,52,0,14,5
ATP4B_17917,5,1,1,3,0,7,9,6,1,0,2,1,0,5,0,0
GAS2L1_17918,15,8,15,13,33,56,44,24,12,15,5,7,38,12,59,80
BTBD8_17919,107,117,169,124,32,21,57,104,43,54,54,39,12,0,7,5
ALDH1L2_17921,44,55,66,57,27,15,103,124,12,22,19,6,25,0,0,0
SPOCD1_17922,7,7,4,3,0,15,17,0,13,10,6,4,0,13,22,27
INVS_17923,9,8,9,8,2,0,8,15,16,10,9,9,21,9,19,0
P2RY11_17925,24,20,28,18,0,73,52,58,18,15,15,10,23,52,40,51
TNFAIP3_17927,6,10,10,6,24,18,17,19,11,7,6,1,22,31,51,54
CDK18_17928,4,3,5,6,0,8,4,0,4,1,1,0,7,3,2,5
TEX30_17929,16,21,28,24,0,5,14,18,8,4,3,7,0,0,4,0
ARPC2_17930,75,75,111,64,68,103,145,113,163,161,138,102,113,233,392,313
MCMBP_17931,78,117,119,102,56,26,96,122,137,108,68,70,173,19,204,94
HHEX_17934,46,42,65,47,51,54,76,28,57,41,33,29,64,99,62,90
SUSD1_17935,46,42,52,60,69,93,192,120,46,41,20,26,61,144,78,183
SAMSN1_17936,9,7,10,9,16,0,22,18,18,9,13,6,39,40,29,45
KLRC3_17937,75,131,120,89,118,25,130,152,24,39,30,25,80,0,21,17
E2F8_17938,33,30,42,29,26,0,14,19,3,11,12,7,0,0,3,10
AFDN_17939,12,4,12,6,8,6,21,3,12,9,8,8,15,4,22,20
SERPINI1_17941,130,246,271,187,43,67,172,113,75,112,118,100,75,0,20,0
MRPL30_17942,10,4,11,6,11,15,8,26,15,9,5,2,44,8,40,17
YEATS2_17943,2,3,3,3,2,11,0,17,11,9,3,2,5,0,0,0
PHLPP2_17944,91,185,153,131,34,88,127,218,26,45,33,36,20,0,15,0
KLF11_17946,11,9,7,5,20,3,5,0,16,10,14,6,36,0,16,26
FRMD4A_17947,13,12,19,23,11,0,6,34,2,4,4,6,0,0,0,0
MAMDC4_17949,4,1,9,3,0,0,0,2,5,0,3,1,0,0,0,11
ENKD1_17950,0,2,1,0,13,0,4,0,0,0,5,0,8,0,0,0
CNOT9_17952,64,79,82,79,137,73,153,141,71,45,48,43,96,87,100,124
KCNJ4_17953,9,1,1,2,0,0,0,0,0,1,2,0,0,0,0,0
RRP36_17957,24,22,30,30,32,1,16,41,39,27,33,30,74,27,32,98
AC092118.1_17958,13,0,6,3,8,0,0,0,2,0,4,3,9,0,0,0
SIRT5_17960,86,117,91,108,272,147,247,270,199,136,118,97,210,284,365,369
KIAA1958_17961,29,59,99,42,0,15,27,29,15,20,26,20,29,5,54,31
TRIM11_17963,77,70,88,97,48,302,198,133,45,31,44,30,41,187,84,248
ZBTB6_17964,68,91,109,77,11,7,55,68,26,48,40,30,28,8,16,20
C3orf70_17965,15,11,11,15,14,0,7,0,1,5,6,2,1,0,0,0
CXorf65_17966,12,23,23,4,11,13,3,32,32,14,8,9,11,33,33,21
ARAF_17967,22,5,30,15,94,8,31,50,70,40,45,33,81,16,78,54
PDCD6IP_17968,105,97,110,65,116,25,90,190,185,113,112,79,196,27,180,151
AC007342.3_17969,75,77,107,91,27,61,93,93,123,89,94,56,169,7,80,98
ALG5_17970,52,61,84,71,34,77,94,80,57,42,43,20,89,45,75,108
CGB1_17971,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
BCAS3_17973,45,46,66,51,24,1,67,81,46,37,34,27,60,0,51,56
TRIM25_17975,441,431,533,472,299,714,501,426,622,471,570,442,544,1739,1614,2261
ULK3_17976,29,18,41,33,121,196,112,108,30,35,17,16,51,79,85,119
OR2F1_17977,49,48,93,54,0,0,57,58,16,28,21,13,0,0,0,0
NPAT_17979,121,151,187,137,37,73,105,146,103,87,68,55,79,63,88,37
IL1RAP_17980,68,93,144,82,69,160,148,128,66,62,64,38,110,61,183,95
VASH1_17981,9,0,5,4,24,12,1,24,3,0,4,4,0,39,8,48
ERI3_17982,114,112,127,86,128,372,303,259,102,76,79,65,150,241,258,352
FXYD1_17983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPM1E_17984,12,22,27,17,10,0,18,42,4,5,4,3,0,0,1,0
GLS_17985,59,69,77,44,8,1,67,71,38,28,26,25,40,8,39,35
PPARA_17989,11,6,14,10,11,63,23,45,12,5,10,15,7,16,26,5
NIPAL4_17990,9,26,16,6,8,0,0,22,0,1,0,3,0,13,0,0
CCDC9B_17991,3,0,1,0,0,8,6,0,1,0,2,0,0,11,6,0
ATP6V1H_17992,89,68,111,68,23,27,73,155,26,43,35,31,41,59,45,38
CDC42SE1_17993,57,56,68,45,91,74,111,169,199,99,120,65,366,366,290,332
C17orf47_17995,20,23,24,16,0,0,3,5,0,6,3,2,0,0,0,0
DHRS4L1_17997,59,33,27,15,0,22,15,29,11,20,21,8,9,61,10,18
ODR4_17998,11,8,10,5,15,4,29,16,18,5,7,10,26,0,0,11
TRNAU1AP_17999,11,4,10,7,11,17,18,13,13,21,15,9,24,0,43,49
COMMD8_18000,8,11,12,10,0,14,23,4,22,19,12,6,29,21,46,26
CLCN5_18001,2,1,2,2,9,0,6,0,3,0,1,0,0,0,14,27
PAQR6_18002,8,3,2,9,0,0,17,26,9,20,15,14,20,70,55,41
SLC48A1_18003,79,81,91,43,39,164,92,53,49,27,38,26,48,164,118,123
SI_18004,67,83,102,80,1,23,36,91,27,38,51,39,16,0,4,0
AHNAK_18005,204,164,244,181,376,824,868,377,185,155,151,129,243,657,463,607
GRID2_18006,26,61,73,51,0,0,30,61,5,24,39,12,28,0,5,0
COX5B_18008,2,0,4,1,0,4,14,0,1,1,0,1,0,4,0,0
SLC31A2_18009,20,5,8,5,11,10,38,21,36,12,9,8,7,13,16,89
AK5_18011,4,1,4,4,0,14,11,15,1,4,6,3,0,34,13,12
COX7A1_18012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ADIG_18013,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
CPA1_18015,10,4,7,0,0,0,2,0,2,3,1,3,9,0,5,0
CPA2_18016,35,99,85,92,39,7,3,40,10,46,26,29,9,0,3,0
GTF2H4_18017,18,17,20,11,24,5,22,39,1,2,4,2,19,31,10,15
LCE1A_18019,26,0,4,3,0,0,0,0,4,3,0,3,0,0,0,0
IRAK4_18020,26,35,29,33,51,0,44,22,44,34,32,20,41,14,20,42
NKX2-1_18021,2,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0
DCAKD_18023,10,2,22,8,25,30,30,20,14,13,5,5,28,20,35,28
ADGRB2_18024,0,0,1,0,0,12,0,0,0,0,0,1,0,0,0,0
MOG_18025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKAPD1_18026,96,179,124,111,35,0,51,60,63,63,72,58,54,35,97,70
GPATCH4_18028,23,21,32,19,16,5,33,39,5,9,10,7,16,21,19,15
ALKBH8_18030,58,105,98,86,31,12,98,148,27,40,58,31,74,8,11,5
OR2K2_18031,26,17,18,31,22,0,6,0,2,3,1,2,0,0,0,0
H1-8_18032,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
CREG2_18035,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0
ADGRF2_18036,118,201,258,184,5,55,60,155,41,85,86,45,22,0,3,12
C12orf66_18038,35,54,77,36,15,7,17,27,21,16,17,25,20,0,7,0
CPSF6_18039,21,33,28,22,44,3,23,23,13,11,10,8,38,0,6,3
BCL9_18042,17,5,14,17,7,23,43,20,13,8,12,10,7,48,44,4
P4HA3_18044,1,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0
BAG1_18045,729,540,725,556,933,63,322,526,917,485,491,348,1347,67,780,477
ATP2A1_18046,3,1,1,0,17,0,0,0,0,0,1,0,4,0,2,0
TTYH3_18047,3,7,8,10,25,62,19,6,11,4,14,5,71,53,10,27
TMEM225B_18048,14,16,16,7,0,9,0,0,1,2,8,3,0,0,3,8
GNL3_18049,45,57,78,56,42,24,73,97,52,53,51,40,81,36,88,75
BMPR1A_18051,183,273,350,234,46,46,103,135,53,79,78,69,10,0,15,36
MRPL44_18052,87,131,114,115,21,0,30,116,34,54,38,39,88,10,5,2
NOL6_18053,37,26,25,27,57,43,87,37,17,37,15,8,10,36,65,55
VPS33A_18054,53,46,67,29,52,29,39,67,51,35,29,26,63,41,78,51
MGST1_18055,4,8,9,4,0,13,9,23,22,7,4,6,9,0,9,10
TMEM135_18056,15,18,20,14,35,20,22,48,33,12,10,10,31,4,19,44
TAF1L_18058,26,46,59,33,7,0,9,62,2,10,12,2,0,0,22,0
VSTM2B_18059,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CLEC2L_18060,7,4,9,10,13,13,4,7,15,9,13,8,20,26,23,17
NACAD_18061,2,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0
C7orf69_18062,7,8,10,2,0,0,16,22,0,0,1,2,0,0,0,0
KCNK15_18063,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CTDSP2_18064,126,95,162,102,109,181,193,128,158,119,88,79,234,372,354,252
ATPAF2_18065,4,4,10,10,39,18,42,13,2,7,9,5,26,25,15,30
BTRC_18066,10,42,29,19,0,0,6,42,13,6,18,11,16,21,22,9
ORMDL1_18068,86,74,81,60,123,82,113,139,52,22,26,19,29,40,75,63
TMEM138_18069,49,46,47,29,30,74,90,85,37,25,21,24,41,91,79,49
CXXC5_18070,8,8,9,2,15,0,12,10,5,10,14,9,11,0,4,0
PLLP_18071,14,14,8,2,0,0,9,0,2,6,1,3,10,0,5,0
RRNAD1_18072,23,12,9,6,26,55,22,15,7,16,5,7,23,44,41,8
KLF13_18073,15,4,16,3,21,63,52,31,18,4,2,7,23,39,31,15
VEZT_18074,12,9,16,17,19,16,29,28,37,14,18,7,64,23,68,29
NECAB1_18075,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ZC3H7B_18076,69,53,80,57,86,299,212,149,47,44,58,49,74,172,155,204
MED29_18077,15,10,12,9,0,40,47,19,13,17,9,3,22,9,36,13
HELT_18078,7,2,2,2,0,10,0,0,0,0,0,1,0,0,0,0
ZIK1_18079,40,135,164,118,19,25,113,278,7,40,53,42,10,0,5,0
HSD11B1L_18081,8,2,3,2,0,0,0,0,0,1,0,0,0,7,0,0
GABRA3_18082,28,76,79,68,12,13,38,65,11,20,20,18,5,0,0,0
TMED7-TICAM2_18083,61,102,99,94,22,15,107,105,38,36,43,49,63,0,24,21
TAS1R2_18084,5,1,3,2,0,0,0,3,0,0,0,0,0,0,0,0
TRIM43B_18085,10,46,52,30,0,11,0,14,7,11,16,12,14,0,0,0
