GeneID,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16
SH2D5_18086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZGLP1_18087,2,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0
ZNF844_18089,26,36,52,25,25,11,25,71,21,33,18,11,18,0,10,8
SYT2_18091,10,3,7,2,0,0,0,0,1,0,1,1,3,0,0,0
TERB1_18092,26,44,46,31,11,8,32,70,5,1,7,4,0,0,0,0
C1orf185_18093,71,59,103,80,34,0,41,23,18,31,28,20,7,0,0,0
ZNF843_18094,6,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
SPATA18_18095,69,129,128,103,39,13,78,84,17,38,44,43,18,0,0,0
OSR1_18098,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SDHAF4_18099,7,5,23,10,21,16,21,31,13,15,10,7,10,0,22,10
NUDCD2_18100,11,4,14,7,33,23,45,43,12,12,13,8,14,33,45,81
CD300C_18101,23,14,21,17,15,93,61,28,14,20,21,13,13,92,51,67
FAM92A_18102,120,175,171,140,31,6,84,74,38,41,30,36,13,0,8,0
TPBG_18104,5,4,10,5,38,10,0,0,2,3,2,1,0,17,2,0
PRSS8_18105,6,1,2,4,0,0,0,0,3,0,0,2,0,0,0,0
SESN2_18106,16,18,20,9,16,24,13,14,6,10,7,5,23,15,1,0
ZNF330_18107,41,83,64,64,0,5,81,78,18,49,40,25,27,6,8,14
KLK6_18108,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,21
RAMAC_18110,73,113,104,89,54,22,57,71,66,50,75,46,55,7,50,81
ESYT1_18111,73,55,47,48,124,286,189,124,87,42,39,50,130,116,124,177
NLRX1_18112,11,1,9,6,21,1,18,4,7,10,3,8,29,0,21,39
BEX5_18114,15,16,19,9,22,8,27,11,7,8,5,6,0,8,0,9
TUT7_18116,29,19,26,30,12,4,27,28,100,44,57,40,115,25,84,56
HSPBAP1_18117,28,76,95,37,0,13,50,83,23,44,38,25,43,1,50,56
DHX40_18118,57,72,101,68,113,53,138,161,43,41,44,40,103,5,64,39
SUPT5H_18119,88,87,92,70,150,229,198,138,64,87,50,49,134,138,241,171
PLA2G7_18120,79,132,129,97,50,79,73,171,51,54,33,23,65,0,31,29
MIA2_18121,57,81,84,79,19,33,47,82,16,23,32,18,11,0,0,0
C17orf67_18122,3,4,3,1,0,0,0,0,4,1,3,1,0,0,0,20
PCGF5_18123,262,243,307,254,593,60,454,520,472,281,272,171,599,79,502,340
GSAP_18125,12,17,36,11,50,0,25,47,38,19,24,10,78,2,31,26
NECAB3_18127,8,3,4,1,11,49,19,6,5,0,3,1,5,14,18,15
SLC20A2_18128,33,42,41,38,111,51,22,59,32,41,18,14,11,27,55,18
FRMPD2_18129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAX2_18130,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
SOAT2_18133,10,1,6,2,0,6,0,0,0,0,3,0,0,0,0,0
H2AC21_18134,31,44,37,38,50,72,74,62,31,23,23,11,52,96,80,120
MAGEA4_18135,2,0,2,2,0,0,0,0,3,1,1,2,0,0,0,0
EMC10_18136,46,28,50,37,38,110,93,88,66,45,53,27,111,212,134,112
CLEC14A_18137,9,5,7,5,0,0,0,0,0,1,0,1,0,0,0,0
JAZF1_18138,212,203,252,149,162,66,107,247,199,144,166,105,283,75,174,198
NOD1_18139,25,20,20,20,23,58,85,45,33,18,29,16,17,67,69,133
PRG3_18140,3,1,9,6,0,0,0,0,0,2,0,5,0,0,0,0
DSTN_18141,14,18,19,10,8,9,22,43,3,7,6,5,15,9,21,18
BFSP2_18142,22,10,18,21,10,9,8,14,3,1,2,4,0,0,0,0
SMIM29_18144,4,2,5,2,0,2,7,4,13,9,7,2,3,3,10,4
ZNF282_18145,36,22,35,18,26,0,29,16,40,29,26,25,37,25,46,67
PLCG2_18146,87,82,120,65,141,34,111,143,134,102,83,85,227,73,144,205
SETD4_18148,2,1,2,1,0,0,0,0,2,1,3,0,12,0,0,7
IGFL3_18149,18,15,35,22,0,1,19,42,0,10,3,4,5,0,0,0
GOLGA6D_18150,15,1,3,5,0,27,5,0,1,3,4,0,0,0,0,0
SKOR2_18151,8,8,12,12,0,4,4,21,3,5,5,2,0,0,0,0
TMEM94_18152,9,11,15,12,29,76,22,31,7,10,8,5,17,19,25,29
RASSF2_18154,149,121,151,136,309,185,382,336,356,163,219,204,755,427,619,533
SLC5A4_18155,20,8,17,10,23,0,8,27,4,1,2,0,0,0,0,0
PPP2R1A_18156,32,14,33,17,56,39,99,47,37,19,19,13,30,55,64,127
CCDC24_18157,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MAP3K8_18158,44,66,83,44,45,23,79,86,93,69,90,54,176,94,173,167
FAM13C_18160,85,135,106,123,46,0,8,39,31,48,52,52,7,0,6,0
CNIH3_18161,8,3,9,2,0,16,0,0,2,2,1,4,0,0,0,0
PHYHIPL_18165,20,37,48,23,0,10,18,35,11,10,16,11,0,0,0,0
SPATA48_18166,122,142,166,141,0,7,111,88,32,51,49,45,12,0,0,0
CD300E_18167,96,96,127,95,116,377,371,285,129,72,130,64,295,435,293,308
RIT2_18168,1,5,3,8,0,0,0,0,2,3,9,1,0,0,0,0
VSNL1_18169,6,13,18,9,0,5,18,35,2,2,1,3,0,0,0,0
OR9Q1_18173,11,10,15,11,0,0,2,6,2,3,3,1,0,0,0,0
BAZ1A_18174,49,46,81,35,20,0,18,95,67,33,22,22,40,0,47,4
TIMM8A_18175,27,12,19,15,12,5,31,15,13,9,15,3,0,10,28,13
CHMP7_18176,64,69,108,100,244,157,175,182,77,58,46,29,140,85,179,167
CCNQ_18178,12,8,11,2,0,11,0,13,4,4,4,5,0,11,0,14
NRXN3_18180,7,3,2,1,0,0,0,0,0,1,2,1,0,0,0,0
TCEAL7_18182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF585B_18183,62,84,102,74,122,29,88,132,46,48,45,42,33,31,120,109
TRIM52_18184,49,52,74,57,83,26,147,142,61,53,44,38,85,50,145,110
VIM_18185,102,109,146,109,96,70,200,132,215,120,110,127,264,120,382,233
SIGLEC12_18186,17,23,34,27,0,0,6,0,11,13,6,11,3,19,13,0
MED12L_18187,10,46,84,41,0,17,4,16,16,30,38,29,36,0,11,0
TSSK2_18188,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0
TUBE1_18191,59,89,101,102,0,6,63,106,23,33,47,41,44,0,6,0
TMEM143_18193,4,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0
ABI2_18194,2,1,2,0,14,4,10,13,3,4,4,0,17,0,18,0
SYNPO2_18195,6,13,9,2,0,0,0,7,1,0,3,0,0,0,0,0
TMEM104_18196,7,10,9,5,28,13,0,8,11,9,13,4,0,0,21,26
RBM15_18197,21,5,17,12,10,6,22,9,20,22,12,13,23,8,30,39
AEN_18198,17,7,11,15,15,78,24,39,2,13,6,2,18,18,7,17
FNDC3B_18199,65,41,55,51,90,116,133,74,117,91,69,65,227,182,232,169
PCED1A_18200,18,20,25,25,10,135,51,82,20,12,14,10,32,62,57,79
C11orf1_18201,71,129,138,104,113,93,122,117,38,38,40,41,11,101,28,46
CSAD_18202,158,141,180,175,175,494,294,219,139,145,109,102,234,483,359,496
GLYATL1_18203,27,74,102,43,5,0,24,94,8,14,16,12,8,0,13,0
PIM1_18204,288,245,329,273,328,887,474,325,115,74,75,67,196,407,372,490
PRRC2C_18205,39,33,41,45,75,75,104,58,82,56,50,27,56,80,107,144
FBXO28_18206,24,46,22,21,66,0,24,67,33,29,23,19,81,23,55,37
CPEB2_18208,25,34,37,28,59,111,74,30,37,40,32,28,83,108,124,132
DNAH2_18209,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3RF1_18210,1,4,11,6,0,0,9,18,7,10,7,3,0,0,4,0
LRCH2_18211,6,19,18,11,7,10,13,26,4,4,6,7,0,0,0,0
CNTN3_18212,86,155,149,131,38,49,85,134,48,87,85,67,64,0,6,0
LRRN1_18213,13,26,24,18,43,0,17,39,8,8,9,6,5,0,7,0
APAF1_18214,105,123,116,103,185,256,205,252,293,177,186,144,438,499,593,474
CNRIP1_18215,0,2,8,4,0,11,0,0,0,0,0,0,0,0,0,0
ZNF816_18216,130,220,230,161,42,15,136,288,39,65,70,68,64,5,31,0
ROBO4_18219,14,3,1,4,0,0,0,0,2,2,4,0,0,0,0,0
CCHCR1_18220,15,4,7,3,10,19,11,8,17,3,5,2,18,0,0,0
SORCS3_18221,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
USP53_18222,96,96,128,104,48,27,42,83,75,58,52,59,52,0,10,0
LPXN_18225,79,44,73,65,153,153,123,143,137,96,95,79,162,114,233,236
CSHL1_18226,9,3,3,1,0,0,0,3,0,2,0,2,0,0,0,0
ZNF766_18227,74,57,73,57,24,18,50,75,17,27,22,25,37,0,4,0
ABI1_18228,68,73,63,61,203,82,124,153,130,76,91,72,233,77,212,175
SEMA3E_18229,41,101,96,94,13,33,67,124,9,42,48,46,53,0,7,0
GNGT2_18233,11,5,12,14,0,0,5,5,10,10,8,8,13,27,9,23
SRPK2_18234,12,0,3,2,0,0,26,13,10,5,5,4,26,0,15,3
POLR1A_18236,6,5,5,0,0,3,4,0,16,7,9,6,29,0,25,32
CST6_18240,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
CST2_18241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSTF2_18242,9,8,14,6,0,14,17,59,20,3,7,13,15,0,8,16
DTYMK_18243,7,4,2,1,0,13,14,19,11,4,3,5,5,15,26,7
IDH3G_18244,23,31,32,23,42,149,76,54,46,47,27,42,47,194,122,132
HSPA9_18245,83,126,181,69,55,286,229,193,22,31,46,34,34,131,124,184
TLE4_18246,24,19,21,17,46,26,27,37,68,31,30,22,144,17,111,55
CTBP1_18247,91,73,89,82,151,232,204,150,130,91,87,72,119,311,203,224
TMF1_18250,69,69,101,71,78,35,116,155,90,86,67,48,167,74,114,120
TNFAIP6_18251,28,15,31,15,8,0,3,0,90,52,37,36,162,63,150,60
TEP1_18252,91,59,93,58,55,155,172,147,96,69,42,45,127,102,205,131
CRYBB2_18253,38,24,21,37,32,33,10,19,12,9,14,13,7,49,55,64
TCHH_18254,10,2,5,1,0,0,0,0,3,3,2,4,0,0,0,0
CYP11B2_18255,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RPGR_18256,18,13,28,16,27,0,21,34,35,34,35,24,51,0,55,32
DCAF13_18257,28,39,43,29,72,38,67,71,43,26,38,30,50,0,103,51
TRIO_18258,17,12,12,7,68,10,45,14,8,3,9,5,2,30,26,22
FLVCR1_18259,20,5,14,14,8,15,9,13,25,14,7,7,40,10,46,35
SLC6A5_18260,8,22,9,5,0,11,0,7,2,1,1,2,0,0,0,0
CACTIN_18261,13,5,1,5,13,55,46,18,9,6,3,3,11,25,27,35
PRIMPOL_18262,49,51,40,22,46,7,26,61,59,42,20,20,50,6,73,80
RBM25_18263,78,59,105,65,168,44,167,107,171,92,92,55,237,37,152,119
SINHCAF_18264,74,86,111,55,43,23,43,154,18,12,9,11,23,3,27,2
TOR1B_18265,58,45,79,43,32,90,81,55,31,30,40,18,27,88,98,125
ANKRD54_18266,13,4,17,15,0,9,30,27,9,15,8,10,48,23,38,22
GCA_18268,270,281,362,345,203,122,344,274,530,395,397,351,1010,348,774,1026
AGO1_18269,25,19,30,23,45,22,41,25,53,40,23,19,84,33,66,37
LEO1_18270,16,7,7,9,18,4,47,35,31,26,15,12,39,6,32,35
PLD4_18271,10,4,7,2,8,0,11,18,3,4,2,2,5,20,12,0
RABGAP1_18273,42,48,62,43,27,50,54,68,63,52,39,36,86,30,96,143
RNF150_18274,3,0,5,5,0,0,0,0,0,3,5,2,0,0,0,0
ARHGEF5_18275,6,3,3,9,10,0,0,0,4,1,1,5,4,16,10,0
CRACD_18278,2,3,4,1,0,0,0,0,1,5,0,3,0,0,3,0
ODF2L_18280,19,20,20,12,34,42,47,43,12,12,9,11,12,0,17,20
FTL_18281,389,340,467,388,693,1650,972,942,217,183,163,125,306,633,625,668
FUCA1_18282,26,40,54,43,25,13,52,60,13,16,11,6,5,6,13,15
APOBEC3C_18283,86,78,84,88,215,144,210,173,134,80,113,72,154,138,254,188
FGFR3_18284,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
FH_18285,15,5,24,12,16,12,29,34,17,15,12,4,18,13,21,24
TNRC6C_18286,64,68,68,60,70,40,77,75,97,71,51,50,134,87,141,123
FBRSL1_18287,21,22,49,32,67,187,133,49,34,32,14,15,90,123,72,167
FAM163A_18288,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
SLC35F3_18289,0,0,2,2,0,0,5,0,1,0,1,0,0,0,0,0
SPHKAP_18290,49,93,138,89,3,9,30,74,9,29,42,31,12,0,11,0
NEMP2_18291,17,32,42,13,12,26,31,56,5,18,9,16,0,8,21,11
TPRA1_18292,6,0,4,0,28,0,16,5,0,0,1,2,6,10,12,12
SAR1A_18293,54,81,101,59,34,39,62,96,33,52,65,24,46,28,40,17
TTBK2_18295,3,3,8,4,0,12,2,16,0,2,3,4,9,12,0,2
H3C14_18296,11,22,20,19,19,19,40,12,7,12,10,15,32,8,35,23
SCD_18299,28,46,53,36,0,0,5,29,10,8,12,7,14,0,0,0
ARHGAP11A_18300,51,68,91,60,10,68,67,59,27,18,31,26,24,0,8,36
KIF3B_18301,17,19,26,21,39,0,6,67,22,20,11,6,35,0,40,0
RFLNB_18302,2,2,2,1,0,2,6,0,0,1,0,0,0,0,0,0
KL_18303,12,6,8,7,0,0,0,5,1,7,6,0,0,0,3,0
TMEM14B_18304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDRD5_18308,9,16,32,26,0,0,20,26,2,9,5,4,10,0,0,0
ADA_18310,24,26,45,29,22,42,44,42,33,18,24,17,56,23,54,60
SMTNL2_18312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZADH2_18313,25,20,26,13,11,9,37,35,24,9,17,7,24,14,25,16
PINLYP_18314,8,9,17,5,7,0,5,18,0,1,4,3,0,0,0,10
TAF1C_18315,21,17,36,24,43,94,50,52,20,22,12,21,30,76,56,126
MATK_18316,2,0,1,1,5,11,7,0,3,0,0,3,8,7,1,12
RAB33B_18317,46,83,58,61,31,34,42,92,63,35,51,26,107,30,73,66
UBL7_18318,26,13,22,10,14,37,34,24,32,21,21,13,33,8,37,38
PPP2R5D_18319,14,5,14,3,20,17,8,23,22,8,15,7,25,0,46,33
PPP2R5B_18320,80,48,51,68,213,47,105,193,118,73,72,43,74,65,122,48
AMTN_18323,48,85,82,74,7,0,39,20,11,24,22,27,3,0,0,0
DIAPH3_18325,3,0,1,0,0,0,0,0,5,0,1,1,5,0,0,4
UVRAG_18326,39,10,28,13,10,62,41,22,44,26,20,20,34,17,53,60
CELF4_18328,23,34,31,29,0,21,5,12,8,7,10,8,0,0,0,0
GDF15_18329,7,0,2,3,0,12,0,0,3,0,0,1,0,0,0,0
GAL3ST1_18330,1,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0
SDHAF3_18331,10,12,29,15,0,0,8,23,2,7,4,2,0,0,0,0
HMCES_18332,47,42,67,49,76,121,84,129,59,46,39,48,85,128,154,184
SPDYE2_18333,61,154,159,99,0,2,46,116,15,21,38,29,5,0,14,0
DNAJC18_18335,4,2,9,2,14,18,17,0,6,3,3,2,3,0,3,12
THAP3_18336,13,4,11,5,11,40,9,14,8,9,8,3,2,15,17,0
C12orf80_18337,19,12,19,9,0,0,0,0,2,0,5,1,1,0,0,0
TFF3_18338,6,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0
PRSS41_18339,9,3,2,0,0,0,0,0,4,3,2,0,0,0,0,0
HACD2_18340,10,14,16,19,0,0,18,11,2,11,5,6,19,20,27,10
KCTD4_18342,22,41,36,30,0,0,6,18,4,9,11,12,8,0,0,0
GHSR_18343,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
TFR2_18344,9,1,3,1,0,21,7,19,5,0,3,1,24,0,0,0
PMF1-BGLAP_18345,22,11,15,9,23,47,70,22,38,19,21,18,45,15,68,35
A2ML1_18347,14,17,17,5,0,0,5,25,2,1,1,2,0,0,0,0
FAM216A_18349,27,64,75,40,22,44,37,118,12,17,18,25,7,16,45,48
DLX5_18350,9,5,1,0,0,0,0,0,1,1,1,2,0,0,0,0
CD28_18351,11,12,16,5,36,12,37,36,20,11,9,10,49,37,33,83
PID1_18352,14,9,23,18,30,75,97,93,43,17,21,25,7,93,83,55
TRIM21_18353,63,45,98,72,69,20,43,61,78,67,50,49,184,25,106,103
SIVA1_18355,14,10,20,8,28,36,31,28,9,6,5,2,0,12,38,5
SLU7_18356,66,72,78,76,130,76,146,112,119,99,59,54,174,27,117,134
TASOR_18357,45,54,89,58,105,31,48,128,14,19,16,14,56,0,38,17
OR11H2_18358,225,470,370,447,115,72,358,630,161,292,299,216,174,0,21,0
ZNF720_18359,4,6,10,4,0,6,0,2,3,2,2,3,14,0,7,0
ASMT_18360,3,4,8,7,0,0,9,3,3,3,0,3,0,8,0,0
RRAD_18361,5,0,2,7,0,0,0,0,0,1,0,0,7,0,0,0
POLR2A_18363,131,158,187,181,122,240,292,191,193,174,167,120,200,232,520,442
RBP1_18364,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
RBM14-RBM4_18365,84,88,112,84,36,5,88,169,42,59,40,38,57,29,97,116
RBBP7_18367,2,3,2,2,0,0,9,0,9,2,3,1,9,3,5,22
LMNA_18368,19,7,13,4,26,37,28,36,23,7,15,17,13,16,65,87
XPO1_18369,41,40,27,50,31,15,27,32,87,50,51,26,133,10,58,90
RIOX1_18371,3,5,4,2,7,0,4,8,4,3,4,3,5,14,6,5
B4GALNT3_18373,7,6,7,3,14,4,0,0,8,4,4,4,0,0,4,0
SIDT2_18374,25,14,22,11,21,93,47,47,41,32,33,21,59,225,44,107
RHBDD2_18375,27,19,41,27,34,95,62,51,26,11,10,17,52,43,56,61
MINDY2_18376,110,113,127,125,68,59,101,83,82,62,71,58,86,42,49,56
MANEA_18377,108,106,151,124,19,36,52,120,52,48,61,59,36,16,32,25
RXFP2_18379,27,53,68,43,3,4,6,60,0,15,22,16,6,0,4,0
CD1C_18380,35,58,69,52,14,8,65,58,26,46,44,17,23,61,20,18
C22orf39_18381,4,7,6,0,0,0,0,0,1,0,4,0,0,0,0,0
CD1B_18382,30,94,80,57,0,0,20,34,3,14,22,14,13,0,3,0
GTF2F1_18383,36,26,36,32,15,66,70,15,69,50,43,36,83,59,59,114
MON2_18384,65,52,53,52,23,25,63,116,77,58,38,44,105,18,85,45
TMPRSS5_18385,5,0,7,5,0,0,0,4,4,3,1,0,0,0,0,0
PLG_18387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSC_18388,69,80,120,84,76,90,116,151,74,82,88,73,228,80,152,259
GUCA1B_18389,8,8,13,11,50,17,18,8,10,3,6,5,33,42,17,0
SLC27A6_18391,24,18,25,19,0,13,48,92,5,8,5,7,0,0,0,0
SNX24_18395,2,4,1,1,0,0,4,0,0,0,1,2,0,3,11,35
ASF1A_18396,42,45,49,33,54,9,51,85,35,20,24,13,23,3,24,44
LNX1_18397,6,4,8,3,0,0,0,0,3,3,3,0,0,0,0,0
LARS2_18400,46,34,41,37,70,69,31,70,33,34,26,14,27,58,70,23
WIPI2_18401,68,53,82,62,171,63,204,128,70,63,67,46,123,56,161,96
RIMBP2_18402,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0
COA1_18403,47,40,63,45,95,53,50,42,95,49,61,44,133,75,156,125
VRTN_18405,3,3,5,2,0,0,0,1,2,1,5,1,0,0,0,0
AP5M1_18406,71,122,135,125,82,35,117,151,45,54,42,41,50,0,41,15
KCNH1_18408,9,8,9,1,0,0,5,5,2,1,0,0,0,0,0,0
KCNJ3_18409,11,6,2,5,0,0,0,0,3,0,4,0,0,0,0,0
OR1D2_18410,34,51,46,54,0,0,13,27,15,13,23,8,0,0,0,0
ZNF705E_18411,110,165,165,165,53,9,187,249,65,116,111,115,84,0,1,8
NRN1_18412,11,1,4,0,0,5,0,0,2,3,0,1,0,0,0,0
OMG_18413,114,175,161,162,14,11,59,110,46,71,49,52,74,14,43,9
KCNA4_18414,73,75,113,111,34,14,78,111,26,26,31,23,7,0,0,0
TNFRSF11B_18415,9,14,22,10,0,0,6,20,5,3,3,4,3,0,3,0
ODF2_18416,8,8,19,8,51,18,19,5,12,11,10,11,19,8,22,46
KCNG1_18417,2,3,4,3,0,0,0,0,1,5,0,0,9,0,5,8
KCNA5_18418,6,2,4,2,0,0,0,0,1,2,3,1,5,0,0,0
SV2A_18419,12,3,3,5,0,0,0,0,1,4,2,3,0,0,0,0
NOTCH2_18421,87,75,111,74,23,60,131,130,174,82,105,67,252,96,274,200
CATSPERZ_18422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STOM_18423,175,187,259,206,1159,205,702,897,139,113,109,85,762,78,400,488
RNF111_18424,28,21,30,34,39,19,34,20,95,59,48,43,144,16,118,109
GUCY1A2_18427,50,147,141,119,45,49,73,83,12,56,54,41,11,0,2,0
TDO2_18429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3orf14_18430,6,14,16,8,11,0,5,20,2,1,5,10,7,0,0,4
PARD6G_18431,8,16,17,10,0,4,6,9,2,0,2,1,0,0,4,0
FAXC_18432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDZD4_18433,1,1,6,1,18,18,56,20,7,3,2,2,7,9,21,0
CALCOCO2_18434,163,155,182,183,330,270,301,366,287,212,162,129,491,193,472,339
LYZL1_18435,35,51,49,36,35,17,50,64,4,13,10,8,0,0,0,0
PGAM5_18437,59,31,52,36,54,88,113,41,22,30,19,23,33,56,63,8
OR51B4_18438,29,119,134,60,10,0,9,58,8,26,22,21,20,0,8,0
ANO1_18439,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PAQR9_18440,14,9,9,14,0,0,0,0,4,8,4,0,0,1,0,0
C5orf67_18442,1,3,13,6,0,0,1,14,0,4,0,1,0,0,0,0
AP1G2_18443,12,3,7,2,24,21,8,14,5,5,8,2,26,32,13,9
U2AF1_18446,66,74,99,68,122,231,145,120,93,78,63,41,187,88,176,201
SNTG1_18447,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0
TMEM63A_18448,50,24,45,22,104,134,145,91,26,20,36,19,45,44,107,200
GPRIN2_18450,4,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0
CCDC144A_18451,101,218,223,181,35,41,149,172,89,111,108,86,119,24,33,20
ADAMTSL2_18452,5,3,7,2,0,16,0,0,1,0,1,0,0,4,10,0
SEC14L5_18453,6,0,2,1,31,0,0,0,0,4,0,1,0,0,4,0
AQR_18454,19,15,27,17,10,5,9,30,29,12,19,9,58,7,33,28
GCH1_18455,12,7,11,6,32,10,22,12,56,25,22,16,97,22,41,27
EPHX2_18456,3,1,3,6,27,0,0,8,11,7,3,4,29,9,22,9
FBXL17_18457,4,5,5,6,0,13,20,9,9,9,6,3,31,7,28,6
KCNQ5_18458,1,4,7,6,0,11,9,23,3,4,5,3,0,4,0,0
APEX1_18459,20,17,18,12,36,59,42,43,26,18,23,14,36,32,32,51
LYRM7_18460,5,8,8,6,0,0,19,6,9,2,1,0,5,0,1,0
GTPBP10_18461,79,105,94,97,44,54,89,192,21,33,34,29,28,0,20,12
RIPK4_18462,1,0,1,3,0,0,0,0,1,2,0,1,0,0,0,0
ZC3H12C_18463,8,2,4,3,0,3,3,0,2,2,3,1,11,0,3,0
CEP295_18465,41,41,50,38,46,11,6,36,21,21,32,11,34,0,3,12
TANC1_18466,7,2,0,2,0,0,3,0,0,2,1,1,0,0,0,0
POM121C_18468,57,59,73,48,28,71,85,47,76,50,56,63,90,40,126,70
MIGA1_18470,9,6,6,5,30,28,22,2,2,6,5,3,0,30,8,37
NUFIP1_18471,33,68,50,66,0,11,36,58,13,27,26,20,6,0,0,0
EFS_18472,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM87A_18475,35,20,32,20,52,46,25,26,13,8,8,4,27,65,33,42
DNAJC24_18476,47,120,114,111,27,18,69,160,27,27,59,27,59,0,25,17
KHDRBS2_18477,1,1,4,5,0,0,0,0,4,0,0,2,0,0,3,0
C2orf66_18479,49,100,102,64,0,0,106,105,8,42,56,33,45,0,23,0
OR51A4_18480,122,120,164,156,7,16,87,148,60,67,77,66,38,0,0,0
OR2A7_18481,16,15,27,8,0,0,7,2,4,3,6,2,6,0,2,0
MTRNR2L4_18482,6,7,3,7,0,0,14,13,0,1,6,0,0,0,0,0
ZNF789_18484,29,57,65,36,0,10,26,32,14,11,17,19,7,0,0,12
TMED8_18486,33,53,105,79,68,130,147,81,49,39,31,34,77,94,181,201
CCDC103_18487,2,18,21,13,0,0,0,0,0,4,4,2,11,0,0,0
DIPK2B_18491,1,1,0,1,0,0,0,14,2,0,0,1,0,0,0,0
TAS2R60_18492,18,46,75,40,9,5,15,37,9,11,4,7,4,0,9,8
PTP4A2_18493,111,140,155,120,185,120,164,216,134,83,75,65,311,73,201,233
AGR3_18494,1,1,3,0,0,12,1,15,3,1,2,0,0,0,0,0
ATP12A_18495,15,7,6,5,0,0,0,0,1,3,1,0,0,0,0,0
NLRP8_18496,7,5,8,2,0,0,0,2,2,6,2,1,0,0,0,0
TAS2R38_18497,7,22,24,6,0,7,0,10,1,0,3,3,0,0,0,0
ZNF800_18498,101,132,149,154,74,5,71,118,84,63,52,70,80,20,26,36
DHFR2_18499,14,5,2,3,0,0,0,0,0,0,1,3,5,5,0,7
COL6A1_18500,2,2,0,3,0,0,9,7,2,2,6,0,4,11,0,23
ITPRIPL2_18501,3,1,4,5,0,17,0,3,0,0,0,1,0,0,8,0
PTCHD3_18502,61,63,64,70,5,0,38,70,12,35,23,24,16,0,0,0
MEGF6_18503,8,4,2,1,0,28,21,0,6,1,2,1,3,16,7,19
GALNTL6_18504,29,28,48,13,0,0,6,11,7,10,5,8,0,0,0,0
SHPRH_18505,64,66,77,75,96,8,30,91,85,47,58,57,65,0,17,9
CNR2_18506,6,1,3,2,0,0,0,0,2,1,1,0,0,0,0,0
CNTFR_18507,5,4,4,4,0,0,0,0,0,3,1,4,0,0,0,0
CNTN1_18508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL2A1_18509,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TPST1_18510,11,11,10,14,0,1,21,5,36,23,27,7,35,35,43,32
TFG_18513,40,52,54,53,82,71,70,42,29,38,46,31,68,87,79,77
BEND3_18514,9,2,2,1,0,0,0,0,1,0,2,3,0,0,0,0
PANX2_18515,13,4,14,5,0,39,16,6,22,11,21,10,43,75,60,38
ARL2_18516,3,4,7,5,6,27,32,9,5,1,2,3,0,27,12,5
BPIFB3_18517,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
DCANP1_18518,7,4,4,1,0,0,3,0,1,4,1,0,0,0,0,0
PPP1CB_18519,348,294,403,325,549,779,749,764,348,271,189,146,525,567,727,742
TOX_18520,34,38,54,37,0,0,10,10,10,8,11,19,0,0,7,0
LINGO1_18522,6,2,3,2,0,0,0,0,5,6,0,0,0,0,0,0
CHAMP1_18523,6,8,9,5,19,5,8,10,9,5,2,3,1,4,17,2
CMKLR1_18524,30,31,39,23,0,9,35,18,17,21,25,22,26,30,2,8
SNX14_18525,20,19,36,27,18,8,36,50,23,21,16,13,37,22,23,23
